Date,Client Type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts,Index Future Net,Index Call Net,Index Put Net,Index Net Long,Stock Future Net,Stock Call Net,Stock Put Net,Stock Net Long
27-01-2020,Client,129125,102439,794780,205707,773055,467442,692555,755899,362516,145385,253211,174928,2672303,2184739,26686,80500,-288457,395643,589073,109305,-29543,727921
27-01-2020,DII,40997,25705,27701,1111717,4317,69107,0,0,0,0,865,0,142122,1138287,15292,4317,69107,-49498,-1084016,-865,0,-1084881
27-01-2020,FII,90859,136708,1016400,590875,192674,355212,128234,134012,17137,27704,27617,14960,1699986,1032406,-45849,64440,221200,-202609,425525,-10480,12744,402301
27-01-2020,Pro,31150,27279,197237,127819,146895,186304,296152,188154,79305,93724,177265,76925,734615,893594,3871,-149257,-1850,-143536,69418,-97960,16799,-45341
27-01-2020,TOTAL,292131,292131,2036118,2036118,1116941,1078065,1116941,1078065,458958,266813,458958,266813,5249026,5249026,0,0,0,0,0,0,0,0
27-01-2021,Client,123171,130569,716661,170117,1402350,841730,1173931,988218,558585,162465,350682,230197,3804962,3043714,-7398,228419,-146488,367509,546544,207903,-67732,822179
27-01-2021,DII,3302,33823,18974,804485,267,26435,0,0,267,0,2589,0,49245,840897,-30521,267,26435,-56689,-785511,-2322,0,-787833
27-01-2021,FII,105902,74133,676178,521753,235015,315242,202562,182536,32976,29978,61202,28419,1395291,1070605,31769,32453,132706,-68484,154425,-28226,1559,124640
27-01-2021,Pro,33129,26979,188241,103699,314709,274565,575848,287218,125955,172910,303310,106737,1109509,1403791,6150,-261139,-12653,-242336,84542,-177355,66173,-158986
27-01-2021,TOTAL,265504,265504,1600054,1600054,1952341,1457972,1952341,1457972,717783,365353,717783,365353,6359007,6359007,0,0,0,0,0,0,0,0
27-02-2020,Client,174523,67698,786396,172559,395448,333894,417859,567062,137745,54810,90385,90523,1882816,1406086,106825,-22411,-233168,317582,613837,47360,-35713,696910
27-02-2020,DII,29404,11512,25703,1002810,11983,74975,0,0,121,0,265,0,142186,1014587,17892,11983,74975,-45100,-977107,-144,0,-977251
27-02-2020,FII,26071,162106,811471,548630,118206,249788,52870,75141,4495,4129,3894,3598,1214160,846239,-136035,65336,174647,-245346,262841,601,531,262911
27-02-2020,Pro,24698,13380,154954,54525,93410,126055,148318,142509,22090,58140,69907,22958,479347,451597,11318,-54908,-16454,-27136,100429,-47817,35182,17430
27-02-2020,TOTAL,254696,254696,1778524,1778524,619047,784712,619047,784712,164451,117079,164451,117079,3718509,3718509,0,0,0,0,0,0,0,0
27-03-2020,Client,98381,95661,315523,128341,335317,312231,336446,391050,47644,30227,47289,29447,1139323,1028234,2720,-1129,-78819,80410,187182,355,780,186757
27-03-2020,DII,54635,3102,34191,737182,4317,60004,0,0,0,0,200,0,153147,740484,51533,4317,60004,-4154,-702991,-200,0,-703191
27-03-2020,FII,31554,83545,902751,401136,117938,148728,86796,96136,2423,3846,1934,3680,1207240,673227,-51991,31142,52592,-73441,501615,489,166,501938
27-03-2020,Pro,14864,17126,69377,55183,60301,59251,94631,93028,23809,19634,24453,20580,247236,305001,-2262,-34330,-33777,-2815,14194,-644,-946,14496
27-03-2020,TOTAL,199434,199434,1321842,1321842,517873,580214,517873,580214,73876,53707,73876,53707,2746946,2746946,0,0,0,0,0,0,0,0
27-04-2020,Client,88207,119960,370965,196665,431253,500982,414972,585451,223286,137881,169144,110298,1752574,1596490,-31753,16281,-84469,68997,174300,54142,27583,200859
27-04-2020,DII,14986,4110,67499,784766,4584,62398,0,0,0,0,2680,0,149467,791556,10876,4584,62398,-46938,-717267,-2680,0,-719947
27-04-2020,FII,80156,66429,1028555,498873,135300,184101,95665,117317,10632,14339,15877,9837,1453083,803998,13727,39635,66784,-13422,529682,-5245,4502,519935
27-04-2020,Pro,28664,21514,165938,152653,118847,134922,179347,179635,77429,55548,123646,87633,581348,744428,7150,-60500,-44713,-8637,13285,-46217,-32085,-847
27-04-2020,TOTAL,212013,212013,1632957,1632957,689984,882403,689984,882403,311347,207768,311347,207768,3936472,3936472,0,0,0,0,0,0,0,0
27-04-2021,Client,168403,134453,871075,253417,785891,1273609,915329,1298315,554690,243771,368842,261986,3897439,3232342,33950,-129438,-24706,-70782,617658,185848,-18215,821721
27-04-2021,DII,1344,52399,38275,904233,267,23440,0,0,0,0,29568,0,63326,986200,-51055,267,23440,-74228,-865958,-29568,0,-895526
27-04-2021,FII,87373,43121,676507,512741,291265,369808,152552,245249,48336,45947,67386,45978,1519236,1067027,44252,138713,124559,58406,163766,-19050,-31,144747
27-04-2021,Pro,17197,44344,181474,96940,335209,329774,344751,453067,138129,161705,275359,143459,1163488,1357920,-27147,-9542,-123293,86604,84534,-137230,18246,-70942
27-04-2021,TOTAL,274317,274317,1767331,1767331,1412632,1996631,1412632,1996631,741155,451423,741155,451423,6643489,6643489,0,0,0,0,0,0,0,0
27-05-2020,Client,106664,146847,478349,181878,524782,746875,505830,793697,276159,111535,189269,124147,2244364,1941668,-40183,18952,-46822,25591,296471,86890,-12612,395973
27-05-2020,DII,30966,8982,60934,948757,4584,69033,0,0,0,0,1900,0,165517,959639,21984,4584,69033,-42465,-887823,-1900,0,-889723
27-05-2020,FII,87496,78155,1051892,547257,163601,239200,112127,148247,8010,12467,17609,9975,1562666,913370,9341,51474,90953,-30138,504635,-9599,2492,492544
27-05-2020,Pro,35289,26431,175723,89006,148076,178623,223086,291787,84379,88908,159770,78788,710998,868868,8858,-75010,-113164,47012,86717,-75391,10120,1206
27-05-2020,TOTAL,260415,260415,1766898,1766898,841043,1233731,841043,1233731,368548,212910,368548,212910,4683545,4683545,0,0,0,0,0,0,0,0
27-05-2021,Client,103993,135711,1042699,145765,505456,567696,574832,702991,353665,110989,224408,192647,2684498,1976354,-31718,-69376,-135295,34201,896934,129257,-81658,1107849
27-05-2021,DII,1635,43650,29363,1075069,267,42364,0,0,0,0,2831,0,73629,1121550,-42015,267,42364,-84112,-1045706,-2831,0,-1048537
27-05-2021,FII,100595,12603,707199,677272,182288,230936,85894,113252,22541,18501,29172,18915,1262060,937108,87992,96394,117684,66702,29927,-6631,-414,23710
27-05-2021,Pro,8539,22798,197093,78248,170067,175171,197352,199924,67085,133379,186880,51307,751334,736509,-14259,-27285,-24753,-16791,118845,-119795,82072,-83022
27-05-2021,TOTAL,214762,214762,1976354,1976354,858078,1016167,858078,1016167,443291,262869,443291,262869,4771521,4771521,0,0,0,0,0,0,0,0
27-07-2020,Client,130514,124693,506149,218460,770550,764813,692589,871222,480200,207998,316227,214221,2860224,2437412,5821,77961,-106409,190191,287689,163973,-6223,457885
27-07-2020,DII,10508,35386,32719,785414,267,52682,0,0,0,0,7630,0,96176,828430,-24878,267,52682,-77293,-752695,-7630,0,-760325
27-07-2020,FII,68761,59010,875562,473894,187718,270020,136215,182903,17963,18940,31004,14992,1438964,898018,9751,51503,87117,-25863,401668,-13041,3948,384679
27-07-2020,Pro,37602,28296,179902,116564,198887,251487,328618,284877,125919,131487,269221,129212,925284,1156788,9306,-129731,-33390,-87035,63338,-143302,2275,-82239
27-07-2020,TOTAL,247385,247385,1594332,1594332,1157422,1339002,1157422,1339002,624082,358425,624082,358425,5320648,5320648,0,0,0,0,0,0,0,0
27-08-2020,Client,88373,114300,529655,146477,369186,552496,409509,629402,188240,65410,121966,104566,1793360,1526220,-25927,-40323,-76906,10656,383178,66274,-39156,488608
27-08-2020,DII,8572,36660,24055,720228,267,41812,0,0,0,0,0,0,74706,756888,-28088,267,41812,-69633,-696173,0,0,-696173
27-08-2020,FII,105552,35458,718659,483403,132106,204552,65270,117662,5742,6738,8282,5001,1173349,715076,70094,66836,86890,50040,235256,-2540,1737,230979
27-08-2020,Pro,12555,28634,130922,53183,133576,153836,160356,205632,46557,74619,110291,37200,552065,595296,-16079,-26780,-51796,8937,77739,-63734,37419,-23414
27-08-2020,TOTAL,215052,215052,1403291,1403291,635135,952696,635135,952696,240539,146767,240539,146767,3593480,3593480,0,0,0,0,0,0,0,0
27-10-2020,Client,125289,123014,618498,176903,808790,1065529,789127,1147486,467297,180619,308665,202263,3266022,2747458,2275,19663,-81957,103895,441595,158632,-21644,621871
27-10-2020,DII,1650,34726,36419,738776,267,40025,0,0,0,0,875,0,78361,774377,-33076,267,40025,-72834,-702357,-875,0,-703232
27-10-2020,FII,77330,63938,657812,471093,224285,365458,145381,245890,20127,21642,27053,18357,1366654,971712,13392,78904,119568,-27272,186719,-6926,3285,176508
27-10-2020,Pro,43260,25851,177842,103799,226228,263489,325062,341125,108780,131800,259611,113441,951399,1168889,17409,-98834,-77636,-3789,74043,-150831,18359,-95147
27-10-2020,TOTAL,247529,247529,1490571,1490571,1259570,1734501,1259570,1734501,596204,334061,596204,334061,5662436,5662436,0,0,0,0,0,0,0,0
27-11-2020,Client,92859,134884,635025,152497,653995,740624,654308,833278,256313,88255,167624,124801,2467071,2067392,-42025,-313,-92654,50316,482528,88689,-36546,607763
27-11-2020,DII,1683,41068,28340,758023,267,29744,0,0,0,0,0,0,60034,799091,-39385,267,29744,-68862,-729683,0,0,-729683
27-11-2020,FII,116906,25551,753523,573431,182104,236862,124165,169615,8048,13789,14024,11520,1311232,918306,91355,57939,67247,82047,180092,-5976,2269,171847
27-11-2020,Pro,18237,28182,147395,80332,213500,222581,271393,226918,65975,89844,148688,55567,757532,811080,-9945,-57893,-4337,-63501,67063,-82713,34277,-49927
27-11-2020,TOTAL,229685,229685,1564283,1564283,1049866,1229811,1049866,1229811,330336,191888,330336,191888,4595869,4595869,0,0,0,0,0,0,0,0
28-01-2020,Client,134147,102501,802593,199216,889708,461338,755082,758682,358696,138071,246989,169513,2784553,2231983,31646,134626,-297344,463616,603377,111707,-31442,746526
28-01-2020,DII,38123,23236,32215,1116187,4317,68895,0,0,0,0,687,0,143550,1140110,14887,4317,68895,-49691,-1083972,-687,0,-1084659
28-01-2020,FII,91778,145443,1000564,592231,188846,364736,142680,132563,16165,26417,26239,13303,1688506,1052459,-53665,46166,232173,-239672,408333,-10074,13114,385145
28-01-2020,Pro,31943,24811,198111,125849,152240,189065,337349,192789,79756,92771,180702,74443,743886,935943,7132,-185109,-3724,-174253,72262,-100946,18328,-47012
28-01-2020,TOTAL,295991,295991,2033483,2033483,1235111,1084034,1235111,1084034,454617,257259,454617,257259,5360495,5360495,0,0,0,0,0,0,0,0
28-01-2021,Client,117129,113729,688621,143648,406237,421509,397151,534914,252462,72656,143011,129400,1958614,1461853,3400,9086,-113405,125891,544973,109451,-56744,711168
28-01-2021,DII,1163,30223,14891,798849,267,13672,0,0,0,0,0,0,29993,829072,-29060,267,13672,-42465,-783958,0,0,-783958
28-01-2021,FII,76900,47402,643353,490185,122564,188953,88995,94724,7789,10524,21263,11989,1050083,754558,29498,33569,94229,-31162,153168,-13474,-1465,141159
28-01-2021,Pro,13047,16885,137054,51237,122287,137290,165209,131786,38905,90479,134882,32270,539062,532269,-3838,-42922,5504,-52264,85817,-95977,58209,-68369
28-01-2021,TOTAL,208239,208239,1483919,1483919,651355,761424,651355,761424,299156,173659,299156,173659,3577752,3577752,0,0,0,0,0,0,0,0
28-02-2020,Client,197548,81942,761747,152364,630894,366861,582876,623699,177849,65954,113921,103364,2200853,1658166,115606,48018,-256838,420462,609383,63928,-37410,710721
28-02-2020,DII,35677,11143,35827,1055260,18651,74975,0,0,0,0,277,0,165130,1066680,24534,18651,74975,-31790,-1019433,-277,0,-1019710
28-02-2020,FII,25870,182131,857083,560200,136274,285197,88096,94024,10036,8851,9627,7172,1323311,941250,-156261,48178,191173,-299256,296883,409,1679,295613
28-02-2020,Pro,29710,13589,162730,49563,129163,149013,244010,158323,24284,67973,88344,32242,562873,586071,16121,-114847,-9310,-89416,113167,-64060,35731,13376
28-02-2020,TOTAL,288805,288805,1817387,1817387,914982,876046,914982,876046,212169,142778,212169,142778,4252167,4252167,0,0,0,0,0,0,0,0
28-04-2020,Client,88124,126399,374116,188752,414780,604620,415771,649609,211811,136129,161025,109100,1829580,1650656,-38275,-991,-44989,5723,185364,50786,27029,209121
28-04-2020,DII,17097,4805,50847,796484,4584,59139,0,0,0,0,2680,0,131667,803969,12292,4584,59139,-42263,-745637,-2680,0,-748317
28-04-2020,FII,88171,63627,1020546,477697,142992,190233,93793,131359,7490,13114,12772,8899,1462546,788147,24544,49199,58874,14869,542849,-5282,4215,533352
28-04-2020,Pro,26600,25161,151885,134461,126202,140726,178994,213750,78757,57056,121581,88300,581226,762247,1439,-52792,-73024,21671,17424,-42824,-31244,5844
28-04-2020,TOTAL,219992,219992,1597394,1597394,688558,994718,688558,994718,298058,206299,298058,206299,4005019,4005019,0,0,0,0,0,0,0,0
28-04-2021,Client,172005,158813,859837,257897,855888,1474993,924075,1415256,485299,225365,329563,247421,4073387,3333025,13192,-68187,59737,-114732,601940,155736,-22056,779732
28-04-2021,DII,1354,46679,44702,904803,267,25200,0,0,0,0,29202,0,71523,980684,-45325,267,25200,-70258,-860101,-29202,0,-889303
28-04-2021,FII,95886,48577,688986,507890,296509,407909,169102,288955,43491,43827,60648,44730,1576608,1119902,47309,127407,118954,55762,181096,-17157,-903,164842
28-04-2021,Pro,21720,36896,172694,95629,312349,334897,371836,538788,143638,166972,253015,144013,1152270,1440177,-15176,-59487,-203891,129228,77065,-109377,22959,-55271
28-04-2021,TOTAL,290965,290965,1766219,1766219,1465013,2242999,1465013,2242999,672428,436164,672428,436164,6873788,6873788,0,0,0,0,0,0,0,0
28-05-2020,Client,82633,116109,419908,166675,239360,380953,286420,464737,103697,54075,81999,60742,1280626,1176682,-33476,-47060,-83784,3248,253233,21698,-6667,281598
28-05-2020,DII,32148,7386,39087,915775,4584,62130,0,0,0,0,0,0,137949,923161,24762,4584,62130,-32784,-876688,0,0,-876688
28-05-2020,FII,76558,44561,1035381,489277,125231,159482,78479,89255,1831,4137,5662,7459,1402620,714693,31997,46752,70227,8522,546104,-3831,-3322,545595
28-05-2020,Pro,14346,37629,121778,44427,93400,79888,97676,128461,40306,43357,58173,33368,393075,399734,-23283,-4276,-48573,21014,77351,-17867,9989,49495
28-05-2020,TOTAL,205685,205685,1616154,1616154,462575,682453,462575,682453,145834,101569,145834,101569,3214270,3214270,0,0,0,0,0,0,0,0
28-05-2021,Client,106141,142409,1049280,150661,804014,807644,858424,960594,461460,142371,282875,228529,3370910,2623492,-36268,-54410,-152950,62272,898619,178585,-86158,1163362
28-05-2021,DII,1835,44640,30615,1082550,267,45800,0,0,0,0,10645,0,78517,1137835,-42805,267,45800,-88338,-1051935,-10645,0,-1062580
28-05-2021,FII,107331,15169,713594,688546,229504,294883,132616,163783,30510,26317,43235,28283,1402139,1071632,92162,96888,131100,57950,25048,-12725,-1966,14289
28-05-2021,Pro,10490,23579,208848,80580,290263,281871,333008,305821,92653,157896,247868,69772,1042021,1060628,-13089,-42745,-23950,-31884,128268,-155215,88124,-115071
28-05-2021,TOTAL,225797,225797,2002337,2002337,1324048,1430198,1324048,1430198,584623,326584,584623,326584,5893587,5893587,0,0,0,0,0,0,0,0
28-06-2021,Client,154963,173721,1131733,158537,1224282,1089588,1272638,1287198,571385,183597,361556,306260,4355548,3559910,-18758,-48356,-197610,130496,973196,209829,-122663,1305688
28-06-2021,DII,2112,56757,19822,1130063,401,20878,0,0,0,0,23759,0,43213,1210579,-54645,401,20878,-75122,-1110241,-23759,0,-1134000
28-06-2021,FII,98981,28166,667808,681925,270901,304125,172830,172375,32426,37515,49926,26384,1411756,1131606,70815,98071,131750,37136,-14117,-17500,11131,-42748
28-06-2021,Pro,25099,22511,233793,82631,381402,391112,431517,346129,110743,185616,279313,74084,1327764,1236185,2588,-50115,44983,-92510,151162,-168570,111532,-128940
28-06-2021,TOTAL,281155,281155,2053156,2053156,1876985,1805702,1876985,1805702,714554,406728,714554,406728,7138280,7138280,0,0,0,0,0,0,0,0
28-07-2020,Client,110211,122568,498531,188569,686029,891837,644481,957322,424744,203002,290091,201885,2814354,2404916,-12357,41548,-65485,94676,309962,134653,1117,443498
28-07-2020,DII,10480,36394,33122,794036,267,53682,0,0,30,0,7630,0,97581,838060,-25914,267,53682,-79329,-760914,-7600,0,-768514
28-07-2020,FII,83085,61713,858353,449750,203001,274159,147497,199262,15726,17154,29020,13624,1451478,900866,21372,55504,74897,1979,408603,-13294,3530,391779
28-07-2020,Pro,41610,24711,171923,129574,189230,261914,286549,325008,129627,125840,243386,130487,920144,1139715,16899,-97319,-63094,-17326,42349,-113759,-4647,-66763
28-07-2020,TOTAL,245386,245386,1561929,1561929,1078527,1481592,1078527,1481592,570127,345996,570127,345996,5283557,5283557,0,0,0,0,0,0,0,0
28-08-2020,Client,101091,130573,547799,161680,461500,787700,512567,838867,240376,88352,160205,131711,2226818,1935603,-29482,-51067,-51167,-29382,386119,80171,-43359,509649
28-08-2020,DII,9162,35621,28036,719585,267,41812,0,0,0,0,420,0,79277,755626,-26459,267,41812,-68004,-691549,-420,0,-691969
28-08-2020,FII,105425,31118,725142,497314,167307,250053,91704,152958,11201,13152,13665,7853,1272280,794612,74307,75603,97095,52815,227828,-2464,5299,220065
28-08-2020,Pro,16581,34947,138700,61098,189688,208409,214491,296149,64554,88923,141841,50863,706855,799389,-18366,-24803,-87740,44571,77602,-77287,38060,-37745
28-08-2020,TOTAL,232259,232259,1439677,1439677,818762,1287974,818762,1287974,316131,190427,316131,190427,4285230,4285230,0,0,0,0,0,0,0,0
28-09-2020,Client,101391,95331,581898,124939,669973,835878,678824,931541,240374,87391,154982,134508,2516905,2120125,6060,-8851,-95663,92872,456959,85392,-47117,589468
28-09-2020,DII,1853,26898,30410,749621,267,29682,0,0,0,0,0,0,62212,776519,-25045,267,29682,-54460,-719211,0,0,-719211
28-09-2020,FII,56644,40573,645598,459738,210048,289047,115505,157659,8198,14851,13324,13326,1224386,800125,16071,94543,131388,-20774,185860,-5126,1525,179209
28-09-2020,Pro,26992,24078,131434,55042,203202,200274,289161,265681,49645,90647,129911,45055,702194,808928,2914,-85959,-65407,-17638,76392,-80266,45592,-49466
28-09-2020,TOTAL,186880,186880,1389340,1389340,1083490,1354881,1083490,1354881,298217,192889,298217,192889,4505697,4505697,0,0,0,0,0,0,0,0
28-10-2020,Client,130467,111846,603967,181300,1097195,977054,946383,1100552,435842,153142,280698,192060,3397667,2812839,18621,150812,-123498,292931,422667,155144,-38918,616729
28-10-2020,DII,1779,33391,35681,738040,267,40965,0,0,0,0,575,0,78692,772006,-31612,267,40965,-72310,-702359,-575,0,-702934
28-10-2020,FII,76294,85687,650293,448701,231030,382787,173801,266264,18610,19815,25005,18101,1378829,1017559,-9393,57229,116523,-68687,201592,-6395,1714,193483
28-10-2020,Pro,48292,25908,167865,89765,227526,271926,435834,305916,101860,136655,250034,99451,954124,1206908,22384,-208308,-33990,-151934,78100,-148174,37204,-107278
28-10-2020,TOTAL,256832,256832,1457806,1457806,1556018,1672732,1556018,1672732,556312,309612,556312,309612,5809312,5809312,0,0,0,0,0,0,0,0
28-12-2020,Client,113295,134215,663447,174560,704702,1088408,703304,1177609,512782,220685,348216,240884,3303319,2778788,-20920,1398,-89201,69679,488887,164566,-20199,673652
28-12-2020,DII,2824,46126,26341,738947,367,54088,0,0,540,0,3169,0,84160,788242,-43302,367,54088,-97023,-712606,-2629,0,-715235
28-12-2020,FII,120351,57199,714621,553582,229918,308046,156744,205185,20227,28091,28961,26801,1421254,1028472,63152,73174,102861,33465,161039,-8734,1290,151015
28-12-2020,Pro,27820,26750,173099,110419,203137,259315,278076,327063,122213,147619,275416,128710,933203,1146434,1070,-74939,-67748,-6121,62680,-153203,18909,-109432
